"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 22 13:06:38 GMT 2024","Sat Jun 22 13:06:39 GMT 2024","573","","users.spec.ts","Users test","","","Create user",""
"passed","Sat Jun 22 13:06:34 GMT 2024","Sat Jun 22 13:06:35 GMT 2024","681","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with empty name",""
"passed","Sat Jun 22 13:06:36 GMT 2024","Sat Jun 22 13:06:36 GMT 2024","366","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Delete not existing user",""
"passed","Sat Jun 22 13:06:36 GMT 2024","Sat Jun 22 13:06:37 GMT 2024","453","","schemaValidations.spec.ts","Schema validation tests","","","Todos schema validation",""
"failed","Sat Jun 22 13:06:36 GMT 2024","Sat Jun 22 13:06:37 GMT 2024","534","","schemaValidations.spec.ts","Schema validation tests","","","Comments schema validation",""
"passed","Sat Jun 22 13:06:38 GMT 2024","Sat Jun 22 13:06:39 GMT 2024","1192","","users.spec.ts","Users test","","","Retrieves user posts when user has some posts",""
"passed","Sat Jun 22 13:06:35 GMT 2024","Sat Jun 22 13:06:36 GMT 2024","469","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with женский gender",""
"passed","Sat Jun 22 13:06:38 GMT 2024","Sat Jun 22 13:06:39 GMT 2024","960","","users.spec.ts","Users test","","","Get user details",""
"passed","Sat Jun 22 13:06:34 GMT 2024","Sat Jun 22 13:06:35 GMT 2024","693","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with wrong email: 1223",""
"passed","Sat Jun 22 13:06:37 GMT 2024","Sat Jun 22 13:06:38 GMT 2024","806","","users.spec.ts","Users test","","","Create user todo",""
"passed","Sat Jun 22 13:06:35 GMT 2024","Sat Jun 22 13:06:35 GMT 2024","706","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with empty status",""
"passed","Sat Jun 22 13:06:37 GMT 2024","Sat Jun 22 13:06:37 GMT 2024","795","","users.spec.ts","Users test","","","Update full user details",""
"passed","Sat Jun 22 13:06:36 GMT 2024","Sat Jun 22 13:06:36 GMT 2024","379","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Get  details of not existing user",""
"passed","Sat Jun 22 13:06:38 GMT 2024","Sat Jun 22 13:06:39 GMT 2024","873","","users.spec.ts","Users test","","","Retrieves user posts when user does not have any posts",""
"passed","Sat Jun 22 13:06:37 GMT 2024","Sat Jun 22 13:06:38 GMT 2024","895","","users.spec.ts","Users test","","","Create user post",""
"passed","Sat Jun 22 13:06:36 GMT 2024","Sat Jun 22 13:06:38 GMT 2024","1707","","posts.spec.ts","Posts test","","","Delete post",""
"passed","Sat Jun 22 13:06:34 GMT 2024","Sat Jun 22 13:06:35 GMT 2024","815","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with wrong email: Alice",""
"passed","Sat Jun 22 13:06:38 GMT 2024","Sat Jun 22 13:06:39 GMT 2024","789","","users.spec.ts","Users test","","","Delete user",""
"passed","Sat Jun 22 13:06:34 GMT 2024","Sat Jun 22 13:06:35 GMT 2024","665","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with wrong email: @",""
"passed","Sat Jun 22 13:06:36 GMT 2024","Sat Jun 22 13:06:37 GMT 2024","557","","schemaValidations.spec.ts","Schema validation tests","","","Posts schema validation",""
"passed","Sat Jun 22 13:06:36 GMT 2024","Sat Jun 22 13:06:36 GMT 2024","513","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Retrieve posts when user does not exist",""
"passed","Sat Jun 22 13:06:34 GMT 2024","Sat Jun 22 13:06:36 GMT 2024","1289","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with existing email",""
"passed","Sat Jun 22 13:06:35 GMT 2024","Sat Jun 22 13:06:36 GMT 2024","487","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with sdsd,sdsd status",""
"passed","Sat Jun 22 13:06:35 GMT 2024","Sat Jun 22 13:06:36 GMT 2024","459","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with @ gender",""
"failed","Sat Jun 22 13:06:36 GMT 2024","Sat Jun 22 13:06:36 GMT 2024","768","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Update only 1 user field using put method",""
"passed","Sat Jun 22 13:06:36 GMT 2024","Sat Jun 22 13:06:36 GMT 2024","454","","schemaValidations.spec.ts","Schema validation tests","","","Users schema validation",""
"passed","Sat Jun 22 13:06:34 GMT 2024","Sat Jun 22 13:06:35 GMT 2024","671","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with empty email",""
"passed","Sat Jun 22 13:06:35 GMT 2024","Sat Jun 22 13:06:35 GMT 2024","544","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with Alice status",""
