"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 22 14:33:24 GMT 2024","Sat Jun 22 14:33:26 GMT 2024","1950","","users.spec.ts","Users test","","","Update full user details",""
"passed","Sat Jun 22 14:33:25 GMT 2024","Sat Jun 22 14:33:27 GMT 2024","2035","","users.spec.ts","Users test","","","Delete user",""
"passed","Sat Jun 22 14:33:21 GMT 2024","Sat Jun 22 14:33:25 GMT 2024","4117","","posts.spec.ts","Posts test","","","Delete post",""
"passed","Sat Jun 22 14:33:19 GMT 2024","Sat Jun 22 14:33:20 GMT 2024","944","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with sdsd,sdsd status",""
"passed","Sat Jun 22 14:33:20 GMT 2024","Sat Jun 22 14:33:21 GMT 2024","924","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with   gender",""
"passed","Sat Jun 22 14:33:20 GMT 2024","Sat Jun 22 14:33:21 GMT 2024","932","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Delete not existing user",""
"passed","Sat Jun 22 14:33:20 GMT 2024","Sat Jun 22 14:33:24 GMT 2024","4169","","posts.spec.ts","Posts test","","","Get post comments",""
"passed","Sat Jun 22 14:33:18 GMT 2024","Sat Jun 22 14:33:19 GMT 2024","1191","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with empty name",""
"passed","Sat Jun 22 14:33:18 GMT 2024","Sat Jun 22 14:33:19 GMT 2024","1164","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with wrong email: Alice",""
"passed","Sat Jun 22 14:33:20 GMT 2024","Sat Jun 22 14:33:21 GMT 2024","999","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Retrieve posts when user does not exist",""
"passed","Sat Jun 22 14:33:21 GMT 2024","Sat Jun 22 14:33:22 GMT 2024","1227","","schemaValidations.spec.ts","Schema validation tests","","","Users schema validation",""
