"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 22 14:02:00 GMT 2024","Sat Jun 22 14:02:01 GMT 2024","1440","","users.spec.ts","Users test","","","Create user todo",""
"passed","Sat Jun 22 14:01:56 GMT 2024","Sat Jun 22 14:01:57 GMT 2024","981","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with Alice gender",""
"passed","Sat Jun 22 14:02:01 GMT 2024","Sat Jun 22 14:02:02 GMT 2024","1297","","users.spec.ts","Users test","","","Delete user",""
"passed","Sat Jun 22 14:01:55 GMT 2024","Sat Jun 22 14:01:56 GMT 2024","1017","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with wrong email: 1223",""
"passed","Sat Jun 22 14:02:00 GMT 2024","Sat Jun 22 14:02:03 GMT 2024","2236","","users.spec.ts","Users test","","","Retrieves user posts when user has some posts",""
"passed","Sat Jun 22 14:01:55 GMT 2024","Sat Jun 22 14:01:57 GMT 2024","2121","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with existing email",""
"passed","Sat Jun 22 14:01:58 GMT 2024","Sat Jun 22 14:01:58 GMT 2024","468","","schemaValidations.spec.ts","Schema validation tests","","","Comments schema validation",""
"passed","Sat Jun 22 14:02:00 GMT 2024","Sat Jun 22 14:02:01 GMT 2024","1392","","users.spec.ts","Users test","","","Create user post",""
"passed","Sat Jun 22 14:01:56 GMT 2024","Sat Jun 22 14:01:56 GMT 2024","904","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with 1223 status",""
"failed","Sat Jun 22 14:01:57 GMT 2024","Sat Jun 22 14:01:59 GMT 2024","1913","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Update only 1 user field using put method",""
"passed","Sat Jun 22 14:01:59 GMT 2024","Sat Jun 22 14:02:00 GMT 2024","1908","","users.spec.ts","Users test","","","Get user details",""
"passed","Sat Jun 22 14:01:57 GMT 2024","Sat Jun 22 14:01:57 GMT 2024","671","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Retrieve posts when user does not exist",""
"passed","Sat Jun 22 14:02:00 GMT 2024","Sat Jun 22 14:02:02 GMT 2024","1844","","users.spec.ts","Users test","","","Retrieves user posts when user does not have any posts",""
"passed","Sat Jun 22 14:01:54 GMT 2024","Sat Jun 22 14:01:56 GMT 2024","1110","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with empty status",""
"passed","Sat Jun 22 14:01:57 GMT 2024","Sat Jun 22 14:02:01 GMT 2024","3827","","posts.spec.ts","Posts test","","","Delete post",""
"passed","Sat Jun 22 14:01:55 GMT 2024","Sat Jun 22 14:01:56 GMT 2024","1125","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with empty email",""
"passed","Sat Jun 22 14:01:57 GMT 2024","Sat Jun 22 14:02:01 GMT 2024","3163","","posts.spec.ts","Posts test","","","Get post comments",""
"passed","Sat Jun 22 14:01:57 GMT 2024","Sat Jun 22 14:01:57 GMT 2024","973","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with   gender",""
"passed","Sat Jun 22 14:01:54 GMT 2024","Sat Jun 22 14:01:56 GMT 2024","1098","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with wrong email: @",""
"passed","Sat Jun 22 14:01:58 GMT 2024","Sat Jun 22 14:01:59 GMT 2024","997","","schemaValidations.spec.ts","Schema validation tests","","","Posts schema validation",""
"passed","Sat Jun 22 14:01:56 GMT 2024","Sat Jun 22 14:01:57 GMT 2024","916","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with [object Object] status",""
"passed","Sat Jun 22 14:02:00 GMT 2024","Sat Jun 22 14:02:02 GMT 2024","2047","","users.spec.ts","Users test","","","Update only 1 user field",""
"passed","Sat Jun 22 14:01:57 GMT 2024","Sat Jun 22 14:01:58 GMT 2024","923","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Delete not existing user",""
"passed","Sat Jun 22 14:01:55 GMT 2024","Sat Jun 22 14:01:56 GMT 2024","917","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with Alice status",""
"passed","Sat Jun 22 14:01:59 GMT 2024","Sat Jun 22 14:02:00 GMT 2024","1440","","users.spec.ts","Users test","","","Update full user details",""
"passed","Sat Jun 22 14:01:54 GMT 2024","Sat Jun 22 14:01:55 GMT 2024","1273","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with wrong email: Alice",""
"passed","Sat Jun 22 14:01:57 GMT 2024","Sat Jun 22 14:02:00 GMT 2024","2812","","posts.spec.ts","Posts test","","","Create post comments",""
"passed","Sat Jun 22 14:01:58 GMT 2024","Sat Jun 22 14:02:00 GMT 2024","1036","","users.spec.ts","Users test","","","Create user",""
"passed","Sat Jun 22 14:01:58 GMT 2024","Sat Jun 22 14:01:58 GMT 2024","967","","schemaValidations.spec.ts","Schema validation tests","","","Users schema validation",""
"passed","Sat Jun 22 14:01:55 GMT 2024","Sat Jun 22 14:01:56 GMT 2024","396","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with @ status",""
"passed","Sat Jun 22 14:01:54 GMT 2024","Sat Jun 22 14:01:55 GMT 2024","1205","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with empty name",""
"passed","Sat Jun 22 14:01:57 GMT 2024","Sat Jun 22 14:01:58 GMT 2024","890","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Get  details of not existing user",""
"passed","Sat Jun 22 14:01:56 GMT 2024","Sat Jun 22 14:01:57 GMT 2024","982","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with женский gender",""
"passed","Sat Jun 22 14:01:56 GMT 2024","Sat Jun 22 14:01:57 GMT 2024","1005","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with 1223 gender",""
"passed","Sat Jun 22 14:01:56 GMT 2024","Sat Jun 22 14:01:57 GMT 2024","966","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with sdsd,sdsd status",""
"passed","Sat Jun 22 14:01:56 GMT 2024","Sat Jun 22 14:01:57 GMT 2024","912","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with @ gender",""
"passed","Sat Jun 22 14:01:58 GMT 2024","Sat Jun 22 14:01:59 GMT 2024","460","","schemaValidations.spec.ts","Schema validation tests","","","Todos schema validation",""
