"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 22 14:10:11 GMT 2024","Sat Jun 22 14:10:12 GMT 2024","925","","users.spec.ts","Users test","","","Delete user",""
"passed","Sat Jun 22 14:10:08 GMT 2024","Sat Jun 22 14:10:09 GMT 2024","508","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with [object Object] status",""
"passed","Sat Jun 22 14:10:08 GMT 2024","Sat Jun 22 14:10:08 GMT 2024","741","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with wrong email: @",""
"passed","Sat Jun 22 14:10:11 GMT 2024","Sat Jun 22 14:10:12 GMT 2024","906","","users.spec.ts","Users test","","","Retrieves user posts when user does not have any posts",""
"passed","Sat Jun 22 14:10:10 GMT 2024","Sat Jun 22 14:10:10 GMT 2024","483","","schemaValidations.spec.ts","Schema validation tests","","","Todos schema validation",""
"passed","Sat Jun 22 14:10:07 GMT 2024","Sat Jun 22 14:10:08 GMT 2024","650","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with wrong email: Alice",""
"passed","Sat Jun 22 14:10:09 GMT 2024","Sat Jun 22 14:10:09 GMT 2024","460","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with 1223 gender",""
"passed","Sat Jun 22 14:10:08 GMT 2024","Sat Jun 22 14:10:09 GMT 2024","455","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with 1223 status",""
"passed","Sat Jun 22 14:10:10 GMT 2024","Sat Jun 22 14:10:10 GMT 2024","562","","users.spec.ts","Users test","","","Create user",""
"passed","Sat Jun 22 14:10:10 GMT 2024","Sat Jun 22 14:10:11 GMT 2024","1014","","users.spec.ts","Users test","","","Create user post",""
"passed","Sat Jun 22 14:10:08 GMT 2024","Sat Jun 22 14:10:08 GMT 2024","565","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with empty name",""
"passed","Sat Jun 22 14:10:08 GMT 2024","Sat Jun 22 14:10:09 GMT 2024","711","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with wrong email: 1223",""
"passed","Sat Jun 22 14:10:09 GMT 2024","Sat Jun 22 14:10:11 GMT 2024","1753","","posts.spec.ts","Posts test","","","Get post comments",""
"passed","Sat Jun 22 14:10:11 GMT 2024","Sat Jun 22 14:10:12 GMT 2024","966","","users.spec.ts","Users test","","","Get user details",""
"passed","Sat Jun 22 14:10:09 GMT 2024","Sat Jun 22 14:10:09 GMT 2024","431","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Delete not existing user",""
"passed","Sat Jun 22 14:10:08 GMT 2024","Sat Jun 22 14:10:09 GMT 2024","413","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with @ gender",""
"passed","Sat Jun 22 14:10:10 GMT 2024","Sat Jun 22 14:10:11 GMT 2024","1085","","users.spec.ts","Users test","","","Update full user details",""
"passed","Sat Jun 22 14:10:08 GMT 2024","Sat Jun 22 14:10:09 GMT 2024","1217","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with existing email",""
"passed","Sat Jun 22 14:10:09 GMT 2024","Sat Jun 22 14:10:10 GMT 2024","590","","schemaValidations.spec.ts","Schema validation tests","","","Posts schema validation",""
"passed","Sat Jun 22 14:10:11 GMT 2024","Sat Jun 22 14:10:12 GMT 2024","1411","","users.spec.ts","Users test","","","Retrieves user posts when user has some posts",""
"passed","Sat Jun 22 14:10:09 GMT 2024","Sat Jun 22 14:10:10 GMT 2024","572","","schemaValidations.spec.ts","Schema validation tests","","","Users schema validation",""
"passed","Sat Jun 22 14:10:07 GMT 2024","Sat Jun 22 14:10:08 GMT 2024","694","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with empty email",""
"passed","Sat Jun 22 14:10:09 GMT 2024","Sat Jun 22 14:10:09 GMT 2024","500","","negative/invalidUsersRequests.spec.ts","Users test negative scenarious","","","Create user with   gender",""
"passed","Sat Jun 22 14:10:11 GMT 2024","Sat Jun 22 14:10:12 GMT 2024","956","","users.spec.ts","Users test","","","Create user todo",""
